
















2017-08-29 23:17:18,"breast, cancer",28846324,Spiradenoma.,International journal of surgery case reports,"Miceli A, Ferrer-Bruker SJ.",2017,"[<abstracttext>Spiradenomas are well-differentiated, benign, dermal neoplasms originating from the sweat glands. Most spiradenomas occur between the ages of 15 to 35 years. Typically, they present as small solitary nodules that can grow to several centimeters, often with a blue, gray, or purple hue. They are strikingly painful. Spiradenomas usually arise on the head, neck, and trunk; however, cases in other areas such as the breast have occurred. Spiradenomas with varying morphology like multiple linear, zosteriform, blaschkoid, and nevoid spiradenomas have also been reported. Spiradenomas can occur concomitantly with cylindromas, trichoepitheliomas, and/or trichoblastomas. In patients with Brooke-Spiegler, multiple spiradenomas, cylindromas, and trichoepitheliomas can be seen.</abstracttext>]","['/books/NBK448150/""><img src=""/corehtml/pmc/pmcgifs/bookshelf/thumbs/th-statpearls.png"" alt=""Click here to read"" /></a></div><div class=""v_align_center""><a class=""book_title_link""']"
2017-08-29 23:17:41,"breast, cancer",28846105,"C-reactive protein binds to integrin α2 and Fcγ receptor I, leading to breast cell adhesion and breast cancer progression.",Molecular pharmaceutics,"Kim ES, Kim SY, Koh M, Lee HM, Kim K, Jung J, Kim HS, Moon WK, Hwang S, Moon A.",2017,"[<abstracttext>C-reactive protein (CRP) is an acute phase protein synthesized upon the inflammatory responses, associated with breast cancer. The process of tumor cell invasion and metastasis involves the adherence of cells to the extracellular matrix via integrin as a receptor for matrix molecules. The present study investigated the role of CRP in the adhesive phenotype of breast cells and the underlying mechanisms. Here, we first showed that CRP induces adhesion of MCF10A human breast epithelial cells through the activation of integrin α2 signaling. Expression of integrin α2 was induced by CRP in which transcription factors c-fos and SP1 may be involved. Binding of CRP with integrin α2 leads to the activation of focal adhesion kinase (FAK), paxillin and ERKs. CRP also binds to an Fcγ receptor Fcγ receptor I (FcγRI), and induces activation of paxillin, FAK and ERKs. Integrin α2 and FAK have crucial roles in the adhesive and invasive phenotypes as well as MMP-9 upregulation induced by CRP in MCF10A cells. Treatment with an inflammatory lipid sphingosine-1-phosphate induced CRP, which may be secreted and exert an autocrine effect by binding to FcγRI and integrin α2. Involvement of CRP in adhesion, invasion, anchorage-independent growth and upregulation of integrin α2, paxillin and FAK was observed in MDA-MB-231 triple-negative human breast cancer (TNBC) cells. Using an in vivo invasion model and an orthotopic mouse tumor model with MDA-MB-231 cells, we showed that CRP has an important role in intravasation and tumor growth in vivo, demonstrating the in vivo relevance of our in vitro results. The present study elucidates a critical molecular basis between CRP, integrin α2 and FcγRI pathways in MCF10A breast cells and MDA-MB-231 TNBC cells, thereby providing useful information on CRP-induced aggressiveness of breast cells in the inflammatory microenvironment.Oncogene advance online publication, 28 August 2017; doi:10.1038/onc.2017.298.</abstracttext>]",[]
2017-08-29 23:17:43,"breast, cancer",28845990,Normalizing tumor vessels to increase the enzyme-induced retention and targeting of gold nanoparticle for breast cancer imaging and treatment.,Journal of the American Chemical Society,"Xiao W, Ruan S, Yu W, Wang R, Hu C, Liu R, Gao H.",2017,"[<abstracttext>Abnormal tumor vessels impede the transport and distribution of chemotherapeutics, resulting in low drug concentration at tumor sites and compromised drug efficacy. Normalizing tumor vessels can modulate tumor vascular permeability, alleviate tumor hypoxia, increase blood perfusion, attenuate interstitial fluid pressure and improve drug delivery. Herein, a novel strategy combining cediranib, a tumor vessel normalizing agent, with an enzyme responsive size-changeable gold nanoparticle (AuNPs-A&amp;C) was developed. In vivo photoacoustic and fluorescence imaging showed that oral pretreatment with 6 mg/kg/day of cediranib for two consecutive days significantly enhanced the retention of AuNPs-A&amp;C in 4T1 tumor. In vivo photoacoustic imaging for hemoglobin (Hb) and deoxyhemoglobin (HbO2), Evans blue assay and immunofluorescence assay showed that cediranib pretreatment markedly increased tumor vascular permeability and tumor oxygenation, while distinctly decreased the tumor microvessel density, demonstrating normalized tumor vessels and favorably altered microenvironment. Additionally, the combination strategy considerably elevated the tumor targeting capacity of different nanoparticle formulations (AuNPs-PEG, AuNPs-A&amp;C), while co-administration of cediranib and AuNPs-A&amp;C achieved prevailing tumor targeting and antitumor efficacy in 4T1 tumor bearing mouse model. In conclusion, we report a novel combined administration strategy to further improve tumor diagnosis and treatment.</abstracttext>]",[]
2017-08-29 23:17:44,"breast, cancer",28845981,Direct Electrochemical Measurements of Reactive Oxygen and Nitrogen Species in Non-Transformed and Metastatic Human Breast Cells.,ACS applied materials &amp; interfaces,"Li Y, Hu K, Yu Y, Rotenberg SA, Amatore C, Mirkin MV.",2017,"[<abstracttext>The production of reactive oxygen and nitrogen species (ROS and RNS) in human cells is implicated in various diseases, including cancer. Micrometer-sized electrodes coated with Pt black and platinized Pt nanoelectrodes have previously been used for the detection of primary ROS and RNS in biological systems. In this article, we report the development of platinized carbon nanoelectrodes with well-characterized geometry and use them as scanning electrochemical microscopy (SECM) tips to measure ROS and RNS inside non-cancerous and metastatic human breast cells. By performing time-dependent quantitative amperometric measurements at different potentials, the relative concentrations of four key ROS/RNS in the cell cytoplasm and their dynamics were determined and used to elucidate the chemical origins and production rates of ROS/RNS in non-transformed and metastatic human breast cells.</abstracttext>]",[]
2017-08-29 23:17:46,"breast, cancer",28845963,Quantum-Dot-Based Theranostic Micelles Conjugated with an Anti-EGFR Nanobody for Triple-Negative Breast Cancer Therapy.,The British journal of surgery,"Wang Y, Wang Y, Chen G, Li Y, Xu W, Gong S.",2017,"[<abstracttext>A quantum-dot (QD)-based micelle conjugated with an anti-epidermal growth factor receptor (EGFR) nanobody (Nb) and loaded with an anticancer drug, aminoflavone (AF), has been engineered for EGFR-overexpressing cancer theranostics. The near-infrared (NIR) fluorescence of the indium phosphate core/zinc sulfide shell QDs (InP/ZnS QDs) allowed for in vivo nanoparticle biodistribution studies. The anti-EGFR nanobody 7D12 conjugation improved the cellular uptake and cytotoxicity of the QD-based micelles in EGFR-overexpressing MDA-MB-468 triple-negative breast cancer (TNBC) cells. In comparison with the AF-encapsulated nontargeted (i.e., without Nb conjugation) micelles, the AF-encapsulated Nb-conjugated (i.e., targeted) micelles accumulated in tumors at higher concentrations, leading to more effective tumor regression in an orthotopic triple-negative breast cancer xenograft mouse model. Furthermore, there was no systemic toxicity observed with the treatments. Thus, this QD-based Nb-conjugated micelle may serve as an effective theranostic nanoplatform for EGFR-overexpressing cancers such as TNBCs.</abstracttext>]",[]
2017-08-29 23:17:48,"breast, cancer",28845907,Targeted axillary dissection after neoadjuvant therapy in breast cancer.,International journal of medicinal mushrooms,"Ahmed M, Douek M.",2017,[],[]
2017-08-29 23:17:50,"breast, cancer",28845769,Characterization and Antiproliferative Effect of Novel Acid Polysaccharides from the Spent Substrate of Shiitake Culinary-Medicinal Mushroom Lentinus edodes (Agaricomycetes) Cultivation.,Critical reviews in eukaryotic gene expression,"Zhang Y, Liu W, Xu C, Huang W, He P.",2017,"[<abstracttext>In this study, a high yield of crude polysaccharide (16.73 ± 0.756%) was extracted from the spent mushroom substrate of Lentinus edodes using a hot alkali extraction method. Two groups of polysaccharides (designated as LSMS-1 and LSMS-2) were obtained from the crude extract by size exclusion chromatography (SEC), and their molecular characteristics were examined by a multiangle laser-light scattering (MALLS) and refractive index detector system. The weight-average molar masses of LSMS-1 and LSMS-2 were determined to be 6.842 × 106 and 2.154 × 106 g/mol, respectively. The SEC/MALLS analysis revealed that the molecular shapes of LSMS-1 and LSMS-2 were sphere-like forms in aqueous solution. Carbohydrate composition analysis using chromatography--mass spectrometry revealed that they were both acid heteropolysaccharides. LSMS-1 comprised mainly glucose and galacturonic acid, whereas LSMS-2 mainly consisted of xylose and glucuronic acid. Fourier transform infrared spectral analysis of the purified fractions revealed typical characteristic polysaccharide groups. In addition, MTT assays with refined polysaccharide doses of 25, 50, 100, 200, and 400 µg/mL suggested that both of the polysaccharide fractions exhibited antiproliferative activity against 6 tested human tumor cell lines in a concentration-dependent manner, and LSMS-2 had better anticancer capacity in vitro than LSMS-1. The inhibition ratio of LSMS-2 against A549 human lung cancer cells, the SGC7901 gastric cancer cell line, MCF-7 breast cancer cells, the U937 histiocytic lymphoma cell line, and the MG-63 human osteosarcoma cell line reached 43.55%, 29.97%, 19.63%, 18.24%, and 17.93%, respectively, at a concentration of 400 µg/mL.</abstracttext>]",[]
2017-08-29 23:17:52,"breast, cancer",28845762,Phytoestrogens and Related Food Components in the Prevention of Cancer.,International journal of cancer,"Qadir MI, Cheema BN.",2017,"[<abstracttext>Great progress has been made in the fight against disease in many different fields of medicine, especially in the field of natural medicine. Phytoestrogens and related compounds play a major role in the prevention and treatment of cancer. Chemoprevention, a narrative approach for controlling cancer, involves the use of specific natural products or synthetic chemical agents to overturn, repress, or prevent pre-malignancy before the development of invasive cancer. Several natural products confer protective effects against a wide range of cancers; examples include grains, nuts, cereals, spices, fruits, vegetables, beverages, medicinal plants, herbs, and their various phytochemical constituents including phenolics, flavonoids, carotenoids, and nitrogen-containing and organosulfur compounds. Phytoestrogens and related compounds act by different mechanisms that ultimately provide benefit with minimum or no side effects and protect and treat different types of cancer, including liver, lung, colon, breast, prostate, esophagus, oral, intestinal, and many other carcinomas.</abstracttext>]",[]
2017-08-29 23:17:54,"breast, cancer",28845597,Pubertal growth and adult height in relation to breast cancer risk in African American women.,The breast journal,"Bertrand KA, Gerlovin H, Bethea TN, Palmer JR.",2017,"[<abstracttext>Adult height has been positively associated with breast cancer risk. The timing of pubertal growth - as measured by age at menarche and age at attained height - may also influence risk. We evaluated associations of adult height, age at attained height, and age at menarche with incidence of invasive breast cancer in 55,687 African American women in the prospective Black Women's Health Study. Over 20 years, 1,826 invasive breast cancers [1,015 estrogen receptor (ER) positive; 542 ER negative] accrued. We used multivariable Cox proportional hazards regression to estimate hazards ratios (HRs) and 95% confidence intervals (CIs) for associations with breast cancer overall and by ER status, mutually adjusted for the three factors of interest. Adult height was associated with increased risk of ER+ breast cancer (HR for ≥70 inches vs. ≤63 inches: 1.44; 95% CI: 1.09, 1.89) but not ER- (corresponding HR: 1.16; 95% CI: 0.78, 1.71) (P-heterogeneity=0.34). HRs for attained height before age 13 vs. age &gt;17 were 1.30 (95% CI: 0.96, 1.76) for ER+ and 1.25 (95% CI: 0.80, 1.96) for ER- breast cancer. Results for age at menarche (≤11 years vs. ≥14 years) were similar for ER+ and ER- breast cancer (HR for breast cancer overall: 1.30; 95%CI: 1.12, 1.50). We confirmed height as a strong risk factor for ER+ breast cancer in African American women and identified early age at attained height as a risk factor for both ER+ and ER- breast cancer, albeit without statistical significance of the latter associations. While adult height and timing of pubertal growth are inter-related, our findings suggest that they may be independent risk factors for breast cancer. This article is protected by copyright. All rights reserved.</abstracttext>]",[]
2017-08-29 23:18:14,"breast, cancer",28845569,Papillary lesions of the breast: To excise or observe?,The breast journal,"Khan S, Diaz A, Archer KJ, Lehman RR, Mullins T, Cardenosa G, Bear HD.",2017,"[<abstracttext>Papillary lesions of the breast range from benign to atypical to malignant. Although papillomas without frank cancer are benign, their management remains controversial. When a core needle biopsy of a lesion yields a diagnosis of intraductal papilloma with atypia, excision is generally recommended to rule out a concurrent malignant neoplasm. For intraductal papillomas without atypia, however, recommendations for excision versus observation are variable. The aims of this study are to evaluate the rate of concurrent malignancies for intraductal papilloma diagnosed on core needle biopsy and to assess the long-term risk of developing cancer after the diagnosis of a papillary lesion. This single institution retrospective study analyzed 259 patients that were diagnosed with intraductal papilloma (IDP) by core needle biopsy from 1995 to 2010. Patients were grouped by initial diagnosis into three groups (papilloma without atypia, papilloma with atypia, and papilloma with atypical duct hyperplasia or atypical lobular hyperplasia (ADH/ALH) and followed up for long-term outcomes. After a core needle biopsy showing IDP with atypia or IDP + ADH/ALH, surgical excision yielded a diagnosis of concomitant invasive or ductal in situ cancer in greater that 30% of cases. For intraductal papilloma without atypia, the likelihood of cancer was much lower. Moreover, even with excision, the finding of intraductal papilloma with atypia carries a significant risk of developing cancer long-term, and such patients should be followed carefully and perhaps should be considered for chemoprevention.</abstracttext>]",[]
2017-08-29 23:18:17,"breast, cancer",28845568,Poland's Syndrome: When there is no breast.,The breast journal,"Carragee EH, Arleo EK.",2017,"[<abstracttext>Poland's Syndrome is rare, therefore, clinicians may not be familiar with all that potentially defines this disorder. Much of the literature that exists regarding Poland's Syndrome focuses on the surgical correction of breast asymmetry for cosmesis. Inspired by a patient at our institution, this paper reviews this rare breast disorder and its associated findings within the context of the whole woman with special attention to breast cancer in this cohort.</abstracttext>]",[]
2017-08-29 23:18:19,"breast, cancer",28845551,Management of side effects during and post-treatment in breast cancer survivors.,The breast journal,"Palesh O, Scheiber C, Kesler S, Mustian K, Koopman C, Schapira L.",2017,"[<abstracttext>Cancer-related fatigue, insomnia, and cancer-related cognitive impairment are commonly experienced symptoms that share psychological and physical manifestations. One or more of these symptoms will affect nearly all patients at some point during their course of treatment or survivorship. These side effects are burdensome and reduce patients' quality of life well beyond their cancer diagnosis and associated care treatments. Cancer-related fatigue, insomnia, and cancer-related cognitive impairment are likely to have multiple etiologies that make it difficult to identify the most effective method to manage them. In this review, we summarized the information on cancer-related fatigue, insomnia, and cancer-related cognitive impairment incidence and prevalence among breast cancer patients and survivors as well as recent research findings on pharmaceutical, psychological, and exercise interventions that have shown effectiveness in the treatment of these side effects. Our review revealed that most current pharmaceutical interventions tend to ameliorate symptoms only temporarily without addressing the underlying causes. Exercise and behavioral interventions are consistently more effective at managing chronic symptoms and possibly address an underlying etiology. Future research is needed to investigate effective interventions that can be delivered directly in clinic to a large portion of patients and survivors.</abstracttext>]",[]
2017-08-29 23:18:21,"breast, cancer",28845536,Prevalence and determinants of end-of-life chemotherapy use in patients with metastatic breast cancer.,The breast journal,"Mathew A, Achkar T, Abberbock S, Sandhu GS, Jacob ME, Villgran VD, Rosenzweig MQ, Puhalla S, Brufsky AM.",2017,"[<abstracttext>Cessation of chemotherapy in the last few weeks of life could be an important quality-of-care benchmark. Proportion of metastatic breast cancer patients who receive end-of-life chemotherapy is not well described. We aimed to determine the prevalence and determinants of end-of-life chemotherapy use in patients with metastatic breast cancer. A retrospective cohort study using a prospectively collated database of patients with metastatic breast cancer who died between January 1, 2010, and September 30, 2014, was conducted. End-of-life chemotherapy (EOLC) use was defined as receipt of chemotherapy within 2 weeks of death (EOLC2) and receipt of chemotherapy within 4 weeks of death (EOLC4). Patients who did not receive any chemotherapy in the last 4 weeks before death were categorized as non-EOLC. We identified 274 patients with metastatic breast cancer, of whom 28 received EOLC2 (10.2%) and 62 received EOLC4 (22.6%). In comparison with non-EOLC, patients receiving EOLC4 were younger and had greater disease burden. Patients in EOLC4 group received more number of lines of chemotherapy. In a multivariable analysis, younger age at metastatic disease and greater number of metastatic organ systems involved were predictors of end-of-life chemotherapy use. Prevalence of the use of end-of-life chemotherapy in our cohort was higher than previously described. More end-of-life chemotherapy was used in younger women, and those with greater disease burden. Earlier initiation of end-of-life discussions may be targeted to such patients.</abstracttext>]",[]
2017-08-29 23:18:22,"breast, cancer",28845531,Radical chest wall resection and hyperfractionated accelerated radiotherapy for radiation-associated angiosarcoma of the breast: A safe and effective treatment strategy.,The breast journal,"Donovan EK, Corbett T, Vansantvoort J, Kak I, Popvic S, Heller B.",2017,"[<abstracttext>Radiation-associated angiosarcomas (RAS) of the breast are vascular tumors arising in a previous radiation field for primary breast cancer. They occur rarely but confer a high probability of local recurrence (LR) and poor prognosis. A wide range of treatment strategies exists due to limited evidence, and although resection is the definitive treatment, LR rates remain high. It has been suggested hyperfractionated accelerated radiotherapy (HART) has the potential to prevent LR. The sarcoma group at the Juravinski Cancer Centre (JCC) reports our experience of nine patients treated with radical resection and adjuvant HART. This is one of the largest reported cohorts we are aware of to receive this treatment. The JCC pathologic data base was reviewed between the year 2006-2015 for patients with RAS. Patients who received radical surgery and immediate HART were eligible. Patients underwent radical chest wall resection and en bloc mastectomy. Radiotherapy was then delivered to 4500 cGy in 45 fractions three times daily using parallel opposed photon beams and electron patching, or volumetric modulated arc therapy. Primary outcome was recurrence-free survival in months, and records were reviewed for descriptive reports of toxicity. We compared our results to other institutions experience with surgery alone or other adjuvant therapies. Median follow-up was 19 months (range 3-41 months). One of nine patients developed LR and developed metastasis, one died of other causes, and seven are alive with no recurrent disease. There were seven reports of mild skin toxicity during treatment. One patient developed chronic wound healing complications which eventually resolved and one patient developed asymptomatic radiation osteitis of a rib. On the basis of our experience at the JCC, we recommend treatment with radical chest wall resection and adjuvant HART to prevent recurrence in RAS patients. As demonstrated in our patients, the large normal tissue volume irradiated is tolerable with in combination with small fraction sizes, and no major toxicities were seen. Further investigation into adjuvant therapy regimens and prospective studies are required to reach consensus on optimal treatment for this disease.</abstracttext>]",[]
2017-08-29 23:18:24,"breast, cancer",28845527,Extracellular NAMPT/visfatin causes p53 deacetylation via NAD production and SIRT1 activation in breast cancer cells.,Cell biochemistry and function,"Behrouzfar K, Alaee M, Nourbakhsh M, Gholinejad Z, Golestani A.",2017,"[<abstracttext>Visfatin, which is secreted as an adipokine and cytokine, has been implicated in cancer development and progression. In this study, we investigated the NAD-producing ability of visfatin and its relationship with SIRT1 (silent information regulator 2) and p53 to clarify the role of visfatin in breast cancer. MCF-7 breast cancer cells were cultured and treated with visfatin. SIRT1 activity was assessed by measuring fluorescence intensity from fluoro-substrate peptide. To investigate the effect of visfatin on p53 acetylation, SDS-PAGE followed by western blotting was performed using specific antibodies against p53 and its acetylated form. Total NAD was measured both in cell lysate and the extracellular medium by colorimetric method. Visfatin increased both extracellular and intracellular NAD concentrations. It also induced proliferation of breast cancer cells, an effect that was abolished by inhibition of its enzymatic activity. Visfatin significantly increased SIRT1 activity, accompanied by induction of p53 deacetylation. In conclusion, the results show that extracellular visfatin produces NAD that causes upregulation of SIRT1 activity and p53 deacetylation. These findings explain the relationship between visfatin and breast cancer progression.</abstracttext>]",[]
2017-08-29 23:18:27,"breast, cancer",28845434,Phytotherapy and Nutritional Supplements on Breast Cancer.,BioMed research international,"Lopes CM, Dourado A, Oliveira R.",2017,"[<abstracttext>Breast cancer is the most frequent type of nonskin malignancy among women worldwide. In general, conventional cancer treatment options (i.e., surgery, radiotherapy, chemotherapy, biological therapy, and hormone therapy) are not completely effective. Recurrence and other pathologic situations are still an issue in breast cancer patients due to side effects, toxicity of drugs in normal cells, and aggressive behaviour of the tumours. From this point of view, breast cancer therapy and adjuvant methods represent a promising and challenging field for researchers. In the last few years, the use of some types of complementary medicines by women with a history of breast cancer has significantly increased such as phytotherapeutic products and nutritional supplements. Despite this, the use of such approaches in oncologic processes may be problematic and patient's health risks can arise such as interference with the efficacy of standard cancer treatment. The present review gives an overview of the most usual phytotherapeutic products and nutritional supplements with application in breast cancer patients as adjuvant approach. Regardless of the contradictory results of scientific evidence, we demonstrated the need to perform additional investigation, mainly well-designed clinical trials in order to establish correlations and allow for further validated outcomes concerning the efficacy, safety, and clinical evidence-based recommendation of these products.</abstracttext>]",[]
2017-08-29 23:18:29,"breast, cancer",28845364,The Polaris Oncology Survivorship Transition (POST) System: A Patient- and Provider-Driven Cancer Survivorship Planning Program.,Journal of oncology navigation &amp; survivorship,"O'Hea E, Wu J, Dietzen L, Harralson T, Boudreaux ED.",2016,"[<abstracttext label=""BACKGROUND"" nlmcategory=""BACKGROUND"">It is strongly recommended that individuals ending treatment for cancer have a ""survivorship plan,"" and new standards require survivorship planning for accreditation, However, a comprehensive plan is often neglected.</abstracttext>, <abstracttext label=""OBJECTIVE"" nlmcategory=""OBJECTIVE"">To present the development and field test results of a web-based, breast cancer survivorship care planning system.</abstracttext>, <abstracttext label=""METHODS"" nlmcategory=""METHODS"">The Polaris Oncology Survivorship Transition (POST) blends input from the electronic health record (EHR), oncology care providers (OCPs), and patients to create a survivorship care plan (SCP). The content of the POST program was created with the assistance of end-user input (patients, oncologists, and primary care providers (PCPs)) and the full program was piloted on women ending treatment for breast cancer. This paper presents the pilot study that field-tested the POST In a clinical setting. Patients were recruited from outpatient care clinics and chemotherapy units in a comprehensive care center. The study included 25 women ending treatment for breast cancer in the past year, 4 OCPs, and PCPs. Patients received the POST computeπzed assessment and a tailored SCP.</abstracttext>, <abstracttext label=""RESULTS"" nlmcategory=""RESULTS"">The POST assists providers in crafting efficient and comprehensive SCPs and was rated highly satisfactory by all end-users.</abstracttext>, <abstracttext label=""DISCUSSION"" nlmcategory=""CONCLUSIONS"">The POST program can be used as a cancer survivorship planning program to assist OCPs in care planning for their patients ending treatment for breast cancer.</abstracttext>, <abstracttext label=""CONCLUSION"" nlmcategory=""CONCLUSIONS"">This study provides support for Incorporating computerized SCP programs into clinical practice. Use of the POST in clinical practice has the potential to improve survivorship planning.</abstracttext>]",[]
